# id,z0,z1
126,1.00000,0.00000
127,0.00000,1.00000
128,1.00000,0.00000
129,0.00000,1.00000
130,0.00000,1.00000
131,0.00000,1.00000
132,0.00000,1.00000
133,1.00000,0.00000
134,1.00000,0.00000
135,1.00000,0.00000
136,1.00000,0.00000
137,1.00000,0.00000
138,0.00000,1.00000
139,0.99982,0.00018
140,0.00000,1.00000
141,0.00000,1.00000
142,1.00000,0.00000
143,0.00000,1.00000
144,0.00000,1.00000
145,0.00000,1.00000
146,1.00000,0.00000
147,0.00000,1.00000
148,0.00000,1.00000
149,0.00000,1.00000
150,1.00000,0.00000
151,0.00000,1.00000
152,1.00000,0.00000
153,1.00000,0.00000
154,1.00000,0.00000
155,0.00000,1.00000
156,0.00000,1.00000
157,0.00000,1.00000
158,0.00000,1.00000
159,0.00000,1.00000
160,1.00000,0.00000
161,0.00000,1.00000
162,0.00000,1.00000
163,1.00000,0.00000
164,0.00000,1.00000
165,0.00000,1.00000
166,1.00000,0.00000
167,0.00000,1.00000
168,0.00000,1.00000
169,0.00000,1.00000
170,0.00000,1.00000
171,0.00000,1.00000
172,0.00000,1.00000
173,1.00000,0.00000
174,0.00000,1.00000
175,0.02633,0.97367
176,0.00000,1.00000
177,1.00000,0.00000
178,1.00000,0.00000
179,1.00000,0.00000
180,0.00000,1.00000
181,1.00000,0.00000
182,1.00000,0.00000
183,0.00000,1.00000
184,1.00000,0.00000
185,0.00000,1.00000
186,1.00000,0.00000
187,1.00000,0.00000
188,1.00000,0.00000
189,1.00000,0.00000
190,0.00000,1.00000
191,1.00000,0.00000
192,1.00000,0.00000
193,0.00000,1.00000
194,1.00000,0.00000
195,1.00000,0.00000
196,1.00000,0.00000
197,1.00000,0.00000
198,1.00000,0.00000
199,1.00000,0.00000
200,0.00000,1.00000
201,1.00000,0.00000
202,1.00000,0.00000
203,0.00087,0.99913
204,0.00000,1.00000
205,1.00000,0.00000
206,1.00000,0.00000
207,0.00000,1.00000
208,1.00000,0.00000
209,1.00000,0.00000
210,1.00000,0.00000
211,1.00000,0.00000
212,1.00000,0.00000
213,1.00000,0.00000
214,0.00000,1.00000
215,1.00000,0.00000
216,1.00000,0.00000
217,0.00000,1.00000
218,0.00000,1.00000
219,1.00000,0.00000
220,0.00000,1.00000
221,1.00000,0.00000
222,1.00000,0.00000
223,0.00000,1.00000
224,1.00000,0.00000
225,1.00000,0.00000
226,1.00000,0.00000
227,0.99993,0.00007
228,0.00000,1.00000
229,0.00000,1.00000
230,1.00000,0.00000
231,0.00000,1.00000
232,0.00000,1.00000
233,0.00000,1.00000
234,1.00000,0.00000
235,1.00000,0.00000
236,0.00000,1.00000
237,0.00000,1.00000
238,1.00000,0.00000
239,0.00000,1.00000
240,0.00000,1.00000
241,1.00000,0.00000
242,0.00000,1.00000
243,1.00000,0.00000
244,1.00000,0.00000
245,0.00000,1.00000
246,0.00000,1.00000
247,1.00000,0.00000
248,1.00000,0.00000
249,0.00000,1.00000
250,0.00000,1.00000
251,1.00000,0.00000
252,1.00000,0.00000
253,0.00000,1.00000
254,0.99996,0.00004
255,1.00000,0.00000
256,1.00000,0.00000
257,0.00000,1.00000
258,0.00000,1.00000
259,1.00000,0.00000
260,1.00000,0.00000
261,0.00000,1.00000
262,0.00000,1.00000
263,0.00000,1.00000
264,0.00000,1.00000
265,1.00000,0.00000
266,1.00000,0.00000
267,0.00000,1.00000
268,0.00000,1.00000
269,1.00000,0.00000
270,0.00000,1.00000
271,1.00000,0.00000
272,1.00000,0.00000
273,0.00000,1.00000
274,0.00000,1.00000
275,0.00000,1.00000
276,0.00000,1.00000
277,0.00000,1.00000
278,1.00000,0.00000
279,0.00000,1.00000
280,1.00000,0.00000
281,0.00000,1.00000
282,0.00000,1.00000
283,1.00000,0.00000
284,0.00000,1.00000
285,1.00000,0.00000
286,0.00000,1.00000
287,1.00000,0.00000
288,0.00000,1.00000
289,0.00000,1.00000
290,0.00000,1.00000
291,0.00000,1.00000
292,1.00000,0.00000
293,1.00000,0.00000
294,1.00000,0.00000
295,1.00000,0.00000
296,1.00000,0.00000
297,1.00000,0.00000
298,1.00000,0.00000
299,0.00000,1.00000
300,1.00000,0.00000
301,0.00000,1.00000
302,0.00000,1.00000
303,1.00000,0.00000
304,0.00000,1.00000
305,1.00000,0.00000
306,1.00000,0.00000
307,1.00000,0.00000
308,1.00000,0.00000
309,0.00000,1.00000
310,1.00000,0.00000
311,0.00000,1.00000
312,0.00000,1.00000
313,0.00000,1.00000
314,1.00000,0.00000
315,1.00000,0.00000
316,1.00000,0.00000
317,1.00000,0.00000
318,0.00000,1.00000
319,0.00000,1.00000
320,1.00000,0.00000
321,0.00000,1.00000
322,1.00000,0.00000
323,1.00000,0.00000
324,0.00000,1.00000
325,0.00246,0.99754
326,0.00000,1.00000
327,0.00000,1.00000
328,0.00000,1.00000
329,0.00000,1.00000
330,0.00000,1.00000
331,0.00000,1.00000
332,0.00029,0.99971
333,0.00000,1.00000
334,0.00000,1.00000
335,1.00000,0.00000
336,1.00000,0.00000
337,1.00000,0.00000
338,1.00000,0.00000
339,1.00000,0.00000
340,1.00000,0.00000
341,0.00000,1.00000
342,1.00000,0.00000
343,0.00000,1.00000
344,0.00000,1.00000
345,1.00000,0.00000
346,1.00000,0.00000
347,0.00000,1.00000
348,1.00000,0.00000
349,1.00000,0.00000
350,0.00000,1.00000
351,1.00000,0.00000
352,0.00000,1.00000
353,1.00000,0.00000
354,1.00000,0.00000
355,1.00000,0.00000
356,0.00000,1.00000
357,0.00000,1.00000
358,1.00000,0.00000
359,1.00000,0.00000
360,1.00000,0.00000
361,0.00000,1.00000
362,1.00000,0.00000
363,0.00000,1.00000
364,1.00000,0.00000
365,1.00000,0.00000
366,0.00000,1.00000
367,1.00000,0.00000
368,0.00000,1.00000
369,0.00000,1.00000
370,1.00000,0.00000
371,1.00000,0.00000
372,0.00000,1.00000
373,1.00000,0.00000
374,1.00000,0.00000
375,1.00000,0.00000
376,0.99728,0.00272
377,0.00000,1.00000
378,1.00000,0.00000
379,0.00000,1.00000
380,0.00000,1.00000
381,0.00000,1.00000
382,0.00000,1.00000
383,0.00000,1.00000
384,1.00000,0.00000
385,1.00000,0.00000
386,0.99181,0.00819
387,0.00000,1.00000
388,0.00000,1.00000
389,1.00000,0.00000
390,1.00000,0.00000
391,0.00000,1.00000
392,1.00000,0.00000
393,0.00000,1.00000
394,0.00000,1.00000
395,0.00000,1.00000
396,1.00000,0.00000
397,1.00000,0.00000
398,1.00000,0.00000
399,1.00000,0.00000
400,0.00000,1.00000
401,1.00000,0.00000
402,0.00000,1.00000
403,1.00000,0.00000
404,0.00002,0.99998
405,0.00000,1.00000
406,0.00000,1.00000
407,1.00000,0.00000
408,1.00000,0.00000
409,0.00000,1.00000
410,0.00000,1.00000
411,0.00000,1.00000
412,0.00000,1.00000
413,0.99969,0.00031
414,0.00000,1.00000
415,0.00000,1.00000
416,0.00000,1.00000
417,0.00000,1.00000
418,1.00000,0.00000
419,0.00000,1.00000
420,0.00000,1.00000
421,0.00000,1.00000
422,1.00000,0.00000
423,1.00000,0.00000
424,1.00000,0.00000
425,1.00000,0.00000
426,0.00000,1.00000
427,0.00000,1.00000
428,1.00000,0.00000
429,1.00000,0.00000
430,0.00000,1.00000
431,1.00000,0.00000
432,0.00000,1.00000
433,0.00000,1.00000
434,0.00000,1.00000
435,1.00000,0.00000
436,1.00000,0.00000
437,1.00000,0.00000
438,1.00000,0.00000
439,0.00000,1.00000
440,0.00000,1.00000
441,1.00000,0.00000
442,0.00000,1.00000
443,0.00000,1.00000
444,1.00000,0.00000
445,1.00000,0.00000
446,0.00000,1.00000
447,1.00000,0.00000
448,1.00000,0.00000
449,0.00000,1.00000
450,1.00000,0.00000
451,1.00000,0.00000
452,0.00000,1.00000
453,0.00000,1.00000
454,0.00000,1.00000
455,1.00000,0.00000
456,1.00000,0.00000
457,0.00000,1.00000
458,1.00000,0.00000
459,1.00000,0.00000
460,0.00000,1.00000
461,0.00000,1.00000
462,1.00000,0.00000
463,0.00000,1.00000
464,0.00000,1.00000
465,0.00000,1.00000
466,1.00000,0.00000
467,0.00000,1.00000
468,0.00000,1.00000
469,1.00000,0.00000
470,0.00000,1.00000
471,0.00000,1.00000
472,1.00000,0.00000
473,0.00000,1.00000
474,1.00000,0.00000
475,0.00000,1.00000
476,1.00000,0.00000
477,0.00000,1.00000
478,0.00000,1.00000
479,0.00000,1.00000
480,1.00000,0.00000
481,1.00000,0.00000
482,0.00000,1.00000
483,0.00000,1.00000
484,1.00000,0.00000
485,0.00000,1.00000
486,1.00000,0.00000
487,1.00000,0.00000
488,1.00000,0.00000
489,1.00000,0.00000
490,0.00000,1.00000
491,0.00000,1.00000
492,0.00000,1.00000
493,1.00000,0.00000
494,1.00000,0.00000
495,1.00000,0.00000
496,0.00000,1.00000
497,0.00000,1.00000
498,0.00000,1.00000
499,1.00000,0.00000
500,0.00000,1.00000
501,1.00000,0.00000
502,0.00641,0.99359
503,0.00000,1.00000
504,1.00000,0.00000
505,0.00000,1.00000
506,1.00000,0.00000
507,0.00000,1.00000
508,1.00000,0.00000
509,1.00000,0.00000
510,0.00000,1.00000
511,1.00000,0.00000
512,1.00000,0.00000
513,0.00000,1.00000
514,0.00000,1.00000
515,0.00000,1.00000
516,1.00000,0.00000
517,1.00000,0.00000
518,0.00000,1.00000
519,0.00000,1.00000
520,1.00000,0.00000
521,0.00000,1.00000
522,0.00000,1.00000
523,0.00000,1.00000
524,1.00000,0.00000
525,0.00000,1.00000
526,0.00000,1.00000
527,0.00000,1.00000
528,1.00000,0.00000
529,1.00000,0.00000
530,0.00000,1.00000
531,0.00000,1.00000
532,0.00000,1.00000
533,1.00000,0.00000
534,0.00000,1.00000
535,1.00000,0.00000
536,0.00000,1.00000
537,1.00000,0.00000
538,0.00000,1.00000
539,0.00000,1.00000
540,0.00000,1.00000
541,1.00000,0.00000
542,1.00000,0.00000
543,1.00000,0.00000
544,1.00000,0.00000
545,1.00000,0.00000
546,1.00000,0.00000
547,0.00000,1.00000
548,1.00000,0.00000
549,1.00000,0.00000
550,0.00000,1.00000
551,1.00000,0.00000
552,0.00000,1.00000
553,0.00000,1.00000
554,0.00000,1.00000
555,0.00000,1.00000
556,0.00000,1.00000
557,0.00000,1.00000
558,0.00000,1.00000
559,0.00000,1.00000
560,0.00000,1.00000
561,1.00000,0.00000
562,1.00000,0.00000
563,1.00000,0.00000
564,1.00000,0.00000
565,0.00000,1.00000
566,1.00000,0.00000
567,0.00000,1.00000
568,0.00000,1.00000
569,0.00000,1.00000
570,0.00000,1.00000
571,0.00000,1.00000
572,1.00000,0.00000
573,0.00000,1.00000
574,0.00000,1.00000
575,0.00000,1.00000
576,1.00000,0.00000
577,0.00000,1.00000
578,0.00000,1.00000
579,1.00000,0.00000
580,0.00000,1.00000
581,1.00000,0.00000
582,1.00000,0.00000
583,0.00000,1.00000
584,1.00000,0.00000
585,0.00000,1.00000
586,0.00000,1.00000
587,0.00000,1.00000
588,1.00000,0.00000
589,1.00000,0.00000
590,1.00000,0.00000
591,1.00000,0.00000
592,0.00000,1.00000
593,1.00000,0.00000
594,1.00000,0.00000
595,0.00000,1.00000
596,0.00000,1.00000
597,0.00000,1.00000
598,1.00000,0.00000
599,0.00000,1.00000
600,1.00000,0.00000
601,1.00000,0.00000
602,0.00000,1.00000
603,0.00000,1.00000
604,0.00000,1.00000
605,1.00000,0.00000
606,0.99982,0.00018
607,0.00000,1.00000
608,0.00000,1.00000
609,1.00000,0.00000
610,0.00000,1.00000
611,0.00000,1.00000
612,0.00000,1.00000
613,0.00000,1.00000
614,0.00000,1.00000
615,1.00000,0.00000
616,1.00000,0.00000
617,0.00000,1.00000
618,0.00000,1.00000
619,1.00000,0.00000
620,0.00000,1.00000
621,1.00000,0.00000
622,1.00000,0.00000
623,1.00000,0.00000
624,0.00000,1.00000
625,0.00000,1.00000
626,1.00000,0.00000
627,0.00000,1.00000
628,0.00000,1.00000
629,1.00000,0.00000
630,1.00000,0.00000
631,1.00000,0.00000
632,1.00000,0.00000
633,0.00000,1.00000
634,0.00000,1.00000
635,1.00000,0.00000
636,1.00000,0.00000
637,0.00000,1.00000
638,1.00000,0.00000
639,1.00000,0.00000
640,1.00000,0.00000
641,0.98457,0.01543
642,1.00000,0.00000
643,0.00000,1.00000
644,1.00000,0.00000
645,1.00000,0.00000
646,0.00000,1.00000
647,0.00000,1.00000
648,0.00000,1.00000
649,0.00000,1.00000
650,0.00000,1.00000
651,1.00000,0.00000
652,0.00000,1.00000
653,1.00000,0.00000
654,1.00000,0.00000
655,1.00000,0.00000
656,1.00000,0.00000
657,1.00000,0.00000
658,1.00000,0.00000
659,0.00000,1.00000
660,0.00000,1.00000
661,1.00000,0.00000
662,0.00000,1.00000
663,0.00006,0.99994
664,0.00000,1.00000
665,1.00000,0.00000
666,0.00000,1.00000
667,0.00000,1.00000
668,1.00000,0.00000
669,0.00000,1.00000
670,0.00000,1.00000
671,1.00000,0.00000
672,1.00000,0.00000
673,1.00000,0.00000
674,0.00000,1.00000
675,1.00000,0.00000
676,1.00000,0.00000
677,1.00000,0.00000
678,0.00000,1.00000
679,1.00000,0.00000
680,1.00000,0.00000
681,1.00000,0.00000
682,1.00000,0.00000
683,1.00000,0.00000
684,1.00000,0.00000
685,0.00000,1.00000
686,0.00000,1.00000
687,1.00000,0.00000
688,1.00000,0.00000
689,0.00000,1.00000
690,1.00000,0.00000
691,1.00000,0.00000
692,1.00000,0.00000
693,0.00000,1.00000
694,1.00000,0.00000
695,1.00000,0.00000
696,1.00000,0.00000
697,0.00000,1.00000
698,1.00000,0.00000
699,1.00000,0.00000
700,0.00000,1.00000
701,0.00000,1.00000
702,1.00000,0.00000
703,0.97687,0.02313
704,0.00006,0.99994
705,0.09265,0.90735
706,0.99752,0.00248
707,0.00852,0.99148
708,0.00008,0.99992
709,0.00007,0.99993
710,0.00000,1.00000
711,0.00000,1.00000
712,0.99983,0.00017
713,1.00000,0.00000
714,1.00000,0.00000
715,1.00000,0.00000
716,1.00000,0.00000
717,0.99992,0.00008
718,0.00000,1.00000
719,0.99992,0.00008
720,0.99999,0.00001
721,0.00006,0.99994
722,0.00062,0.99938
723,0.00010,0.99990
724,1.00000,0.00000
725,1.00000,0.00000
726,0.00000,1.00000
727,1.00000,0.00000
728,0.00157,0.99843
729,0.87260,0.12740
730,0.99999,0.00001
731,1.00000,0.00000
732,0.00030,0.99970
733,0.00006,0.99994
734,0.99998,0.00002
735,0.99445,0.00555
736,0.99957,0.00043
737,1.00000,0.00000
738,1.00000,0.00000
739,1.00000,0.00000
740,0.00000,1.00000
741,0.00001,0.99999
742,1.00000,0.00000
743,0.00001,0.99999
744,1.00000,0.00000
745,0.00188,0.99812
746,1.00000,0.00000
747,0.59536,0.40464
748,1.00000,0.00000
749,0.00001,0.99999
750,0.99990,0.00010
751,0.99999,0.00001
752,0.00000,1.00000
753,0.02079,0.97921
754,1.00000,0.00000
755,0.00000,1.00000
756,0.00000,1.00000
757,1.00000,0.00000
758,0.09714,0.90286
759,0.15456,0.84544
760,0.00041,0.99959
761,0.00000,1.00000
762,1.00000,0.00000
763,0.00001,0.99999
764,0.00257,0.99743
765,0.00443,0.99557
766,0.79907,0.20093
767,0.00007,0.99993
768,0.20653,0.79347
769,0.00000,1.00000
770,1.00000,0.00000
771,1.00000,0.00000
772,0.02179,0.97821
773,0.00009,0.99991
774,1.00000,0.00000
775,0.00000,1.00000
776,0.00000,1.00000
777,0.00050,0.99950
778,0.00000,1.00000
779,0.00000,1.00000
780,0.00000,1.00000
781,0.99456,0.00544
782,0.00000,1.00000
783,0.00383,0.99617
784,1.00000,0.00000
785,0.00000,1.00000
786,0.00144,0.99856
787,1.00000,0.00000
788,1.00000,0.00000
789,0.99995,0.00005
790,1.00000,0.00000
791,0.99999,0.00001
792,0.00000,1.00000
793,1.00000,0.00000
794,0.00000,1.00000
795,0.99041,0.00959
796,0.99462,0.00538
797,1.00000,0.00000
798,0.00008,0.99992
799,1.00000,0.00000
800,1.00000,0.00000
801,0.01583,0.98417
802,0.99261,0.00739
803,1.00000,0.00000
804,1.00000,0.00000
805,0.00000,1.00000
806,0.99949,0.00051
807,1.00000,0.00000
808,1.00000,0.00000
809,0.00011,0.99989
810,0.00055,0.99945
811,1.00000,0.00000
812,0.99994,0.00006
813,0.99997,0.00003
814,0.02081,0.97919
815,1.00000,0.00000
816,0.99999,0.00001
817,0.00220,0.99780
818,0.00001,0.99999
819,0.00001,0.99999
820,0.00007,0.99993
821,0.00000,1.00000
822,0.99991,0.00009
823,1.00000,0.00000
824,0.97637,0.02363
825,0.99992,0.00008
826,0.99991,0.00009
827,1.00000,0.00000
828,0.99288,0.00712
829,1.00000,0.00000
830,0.00032,0.99968
831,0.00000,1.00000
832,0.01258,0.98742
833,0.00000,1.00000
834,0.99990,0.00010
835,0.00000,1.00000
836,0.00000,1.00000
837,0.00000,1.00000
838,0.00000,1.00000
839,1.00000,0.00000
840,0.01387,0.98613
841,0.00000,1.00000
842,1.00000,0.00000
843,0.97650,0.02350
844,0.99843,0.00157
845,0.99998,0.00002
846,0.00000,1.00000
847,1.00000,0.00000
848,1.00000,0.00000
849,0.00000,1.00000
850,0.00000,1.00000
851,0.00001,0.99999
852,0.00001,0.99999
853,0.00013,0.99987
854,0.00492,0.99508
855,1.00000,0.00000
856,0.97949,0.02051
857,0.00000,1.00000
858,0.00000,1.00000
859,0.00000,1.00000
860,0.01389,0.98611
861,1.00000,0.00000
862,0.00001,0.99999
863,0.00001,0.99999
864,0.99995,0.00005
865,1.00000,0.00000
866,0.00000,1.00000
867,0.00000,1.00000
868,0.00000,1.00000
869,0.07317,0.92683
870,1.00000,0.00000
871,0.00000,1.00000
872,1.00000,0.00000
873,0.00004,0.99996
874,0.03803,0.96197
875,0.00002,0.99998
876,1.00000,0.00000
877,0.00148,0.99852
878,0.00001,0.99999
879,0.88600,0.11400
880,0.99885,0.00115
881,1.00000,0.00000
882,0.00820,0.99180
883,1.00000,0.00000
884,1.00000,0.00000
885,1.00000,0.00000
886,0.00000,1.00000
887,0.00000,1.00000
888,0.00000,1.00000
889,0.97310,0.02690
890,0.99993,0.00007
891,0.94781,0.05219
892,1.00000,0.00000
893,0.00000,1.00000
894,0.00000,1.00000
895,0.00001,0.99999
896,0.00012,0.99988
897,0.99993,0.00007
898,0.00000,1.00000
899,0.00000,1.00000
900,1.00000,0.00000
901,1.00000,0.00000
902,0.00006,0.99994
903,0.00001,0.99999
904,0.99645,0.00355
905,0.00000,1.00000
906,1.00000,0.00000
907,0.00002,0.99998
908,0.99999,0.00001
909,0.00000,1.00000
910,0.00000,1.00000
911,0.00001,0.99999
912,0.98984,0.01016
913,0.00000,1.00000
914,0.99940,0.00060
915,0.00000,1.00000
916,0.02406,0.97594
917,0.00000,1.00000
918,0.00001,0.99999
919,1.00000,0.00000
920,1.00000,0.00000
921,0.00000,1.00000
922,0.95291,0.04709
923,0.99992,0.00008
924,0.00375,0.99625
925,0.01148,0.98852
926,0.00008,0.99992
927,0.99813,0.00187
928,0.98691,0.01309
929,0.99992,0.00008
930,0.00026,0.99974
931,0.37141,0.62859
932,0.00001,0.99999
933,0.00000,1.00000
934,0.00000,1.00000
935,0.13049,0.86951
936,1.00000,0.00000
937,0.85657,0.14343
938,0.00780,0.99220
939,1.00000,0.00000
940,0.04470,0.95530
941,0.00000,1.00000
942,0.19874,0.80126
943,1.00000,0.00000
944,1.00000,0.00000
945,0.00000,1.00000
946,0.00001,0.99999
947,1.00000,0.00000
948,1.00000,0.00000
949,0.00001,0.99999
950,0.00000,1.00000
951,0.00000,1.00000
952,0.99971,0.00029
953,0.99996,0.00004
954,1.00000,0.00000
955,0.00000,1.00000
956,0.50679,0.49321
957,0.99999,0.00001
958,0.99816,0.00184
959,1.00000,0.00000
960,1.00000,0.00000
961,0.99960,0.00040
962,0.01149,0.98851
963,0.99999,0.00001
964,0.00000,1.00000
965,0.98947,0.01053
966,0.99989,0.00011
967,0.00000,1.00000
968,0.99703,0.00297
969,1.00000,0.00000
970,0.99963,0.00037
971,0.90484,0.09516
972,1.00000,0.00000
973,1.00000,0.00000
974,0.99993,0.00007
975,0.00000,1.00000
976,1.00000,0.00000
977,1.00000,0.00000
978,0.00000,1.00000
979,1.00000,0.00000
980,0.00000,1.00000
981,0.99999,0.00001
982,0.00137,0.99863
983,0.97896,0.02104
984,0.00000,1.00000
985,0.00001,0.99999
986,0.99999,0.00001
987,0.99989,0.00011
988,0.46598,0.53402
989,0.99662,0.00338
990,0.99992,0.00008
991,0.96695,0.03305
992,1.00000,0.00000
993,0.99999,0.00001
994,0.00000,1.00000
995,1.00000,0.00000
996,1.00000,0.00000
997,0.00000,1.00000
998,0.00001,0.99999
999,0.99991,0.00009
