# id,z0,z1,z2,z3
84,0.00000,0.00000,0.00000,1.00000
85,0.99842,0.00135,0.00011,0.00011
86,0.00047,0.00710,0.99196,0.00047
87,0.00000,1.00000,0.00000,0.00000
88,0.00039,0.00558,0.99365,0.00039
89,0.00713,0.59434,0.39140,0.00713
90,0.39140,0.59434,0.00713,0.00713
91,0.00000,0.00000,1.00000,0.00000
92,0.00000,0.00000,0.00000,1.00000
93,0.00039,0.00558,0.99365,0.00039
94,0.00000,0.00000,1.00000,0.00000
95,0.99842,0.00011,0.00011,0.00135
96,0.59434,0.00713,0.00713,0.39140
97,0.00879,0.99007,0.00057,0.00057
98,1.00000,0.00000,0.00000,0.00000
99,0.00039,0.00039,0.99365,0.00558
100,0.00000,1.00000,0.00000,0.00000
101,0.00000,0.00000,0.00000,1.00000
102,0.00000,0.00000,0.00000,1.00000
103,1.00000,0.00000,0.00000,0.00000
104,0.00000,0.00000,0.00000,1.00000
105,0.00710,0.00047,0.99196,0.00047
106,0.00000,0.00000,0.00000,1.00000
107,1.00000,0.00000,0.00000,0.00000
108,0.00000,0.00000,1.00000,0.00000
109,0.00000,0.00000,0.00000,1.00000
110,1.00000,0.00000,0.00000,0.00000
111,0.06622,0.83772,0.01026,0.08581
112,0.00000,0.00000,1.00000,0.00000
113,0.00039,0.99365,0.00558,0.00039
114,0.00000,0.00000,1.00000,0.00000
115,0.00000,0.00000,0.00000,1.00000
116,0.00039,0.00039,0.00558,0.99365
117,0.00000,0.00000,0.00000,1.00000
118,1.00000,0.00000,0.00000,0.00000
119,0.00000,0.00000,0.00000,1.00000
120,0.11892,0.73493,0.13012,0.01603
121,0.00000,0.00000,0.00000,1.00000
122,0.56830,0.41711,0.00730,0.00730
123,0.00000,0.00000,1.00000,0.00000
124,0.00000,1.00000,0.00000,0.00000
125,0.00558,0.00039,0.99365,0.00039
126,0.00000,0.00000,0.00000,1.00000
127,0.00000,0.00000,0.00000,1.00000
128,0.00000,0.00000,1.00000,0.00000
129,0.00000,1.00000,0.00000,0.00000
130,0.00000,0.00000,1.00000,0.00000
131,0.99365,0.00039,0.00558,0.00039
132,0.11892,0.73493,0.13012,0.01603
133,0.00000,0.00000,1.00000,0.00000
134,0.00000,1.00000,0.00000,0.00000
135,1.00000,0.00000,0.00000,0.00000
136,0.00000,0.00000,0.00000,1.00000
137,0.00000,1.00000,0.00000,0.00000
138,0.00000,0.00000,1.00000,0.00000
139,0.00000,0.00000,1.00000,0.00000
140,0.00710,0.00047,0.99196,0.00047
141,0.00000,0.00000,1.00000,0.00000
142,0.00135,0.99842,0.00011,0.00011
143,0.99842,0.00011,0.00135,0.00011
144,0.00000,0.00000,1.00000,0.00000
145,0.00730,0.41711,0.00730,0.56830
146,0.00000,1.00000,0.00000,0.00000
147,0.00000,0.00000,1.00000,0.00000
148,0.00000,0.00000,0.00000,1.00000
149,0.00000,0.00000,0.00000,1.00000
150,0.00879,0.00057,0.99007,0.00057
151,0.39140,0.00713,0.59434,0.00713
152,0.01026,0.08581,0.06622,0.83772
153,0.00730,0.41711,0.00730,0.56830
154,0.00000,0.00000,1.00000,0.00000
155,0.73493,0.13012,0.01603,0.11892
156,1.00000,0.00000,0.00000,0.00000
157,0.00000,0.00000,0.00000,1.00000
158,0.00047,0.99196,0.00047,0.00710
159,0.00000,1.00000,0.00000,0.00000
160,0.00000,1.00000,0.00000,0.00000
161,0.99365,0.00558,0.00039,0.00039
162,0.00011,0.99842,0.00135,0.00011
163,1.00000,0.00000,0.00000,0.00000
164,0.00000,1.00000,0.00000,0.00000
165,0.00000,0.00000,1.00000,0.00000
166,0.00000,0.00000,0.00000,1.00000
167,0.99842,0.00135,0.00011,0.00011
168,0.00558,0.99365,0.00039,0.00039
169,0.00000,1.00000,0.00000,0.00000
170,1.00000,0.00000,0.00000,0.00000
171,0.08581,0.06622,0.83772,0.01026
172,1.00000,0.00000,0.00000,0.00000
173,0.00000,0.00000,0.00000,1.00000
174,0.00741,0.54394,0.00741,0.44123
175,0.00879,0.00057,0.99007,0.00057
176,0.00000,0.00000,0.00000,1.00000
177,1.00000,0.00000,0.00000,0.00000
178,0.00000,0.00000,1.00000,0.00000
179,0.00558,0.00039,0.99365,0.00039
180,0.00000,0.00000,0.00000,1.00000
181,0.00000,1.00000,0.00000,0.00000
182,0.08581,0.01026,0.83772,0.06622
183,0.00000,0.00000,1.00000,0.00000
184,0.00000,1.00000,0.00000,0.00000
185,0.54394,0.00741,0.44123,0.00741
186,0.00000,0.00000,0.00000,1.00000
187,1.00000,0.00000,0.00000,0.00000
188,0.00000,0.00000,1.00000,0.00000
189,0.54394,0.00741,0.00741,0.44123
190,0.00000,1.00000,0.00000,0.00000
191,0.00000,0.00000,1.00000,0.00000
192,1.00000,0.00000,0.00000,0.00000
193,0.00713,0.39140,0.59434,0.00713
194,0.00047,0.00047,0.00710,0.99196
195,0.00000,0.00000,0.00000,1.00000
196,0.00135,0.00011,0.00011,0.99842
197,0.00000,0.00000,0.00000,1.00000
198,0.00000,1.00000,0.00000,0.00000
199,1.00000,0.00000,0.00000,0.00000
200,0.00039,0.99365,0.00558,0.00039
201,0.00000,1.00000,0.00000,0.00000
202,1.00000,0.00000,0.00000,0.00000
203,0.06622,0.83772,0.01026,0.08581
204,0.00047,0.99196,0.00047,0.00710
205,0.00879,0.00057,0.00057,0.99007
206,0.00000,0.00000,0.00000,1.00000
207,0.27335,0.26358,0.20949,0.25357
208,0.00000,0.00000,0.00000,1.00000
209,0.41711,0.00730,0.56830,0.00730
210,0.00000,1.00000,0.00000,0.00000
211,0.20949,0.25357,0.26358,0.27335
212,0.00710,0.00047,0.00047,0.99196
213,0.99842,0.00011,0.00011,0.00135
214,1.00000,0.00000,0.00000,0.00000
215,0.00011,0.00135,0.00011,0.99842
216,0.00000,0.00000,0.00000,1.00000
217,0.00710,0.00047,0.00047,0.99196
218,0.00011,0.00011,0.99842,0.00135
219,0.00000,1.00000,0.00000,0.00000
220,0.00000,1.00000,0.00000,0.00000
221,1.00000,0.00000,0.00000,0.00000
222,0.00000,0.00000,0.00000,1.00000
223,0.00000,0.00000,1.00000,0.00000
224,0.00000,1.00000,0.00000,0.00000
225,1.00000,0.00000,0.00000,0.00000
226,0.00000,0.00000,0.00000,1.00000
227,0.00135,0.00011,0.99842,0.00011
228,0.00000,0.00000,0.00000,1.00000
229,0.39140,0.59434,0.00713,0.00713
230,0.00000,0.00000,1.00000,0.00000
231,0.00000,0.00000,1.00000,0.00000
232,0.00000,1.00000,0.00000,0.00000
233,0.00000,1.00000,0.00000,0.00000
234,0.00000,0.00000,0.00000,1.00000
235,0.00000,1.00000,0.00000,0.00000
236,0.00000,0.00000,0.00000,1.00000
237,1.00000,0.00000,0.00000,0.00000
238,0.00000,0.00000,0.00000,1.00000
239,0.00000,0.00000,0.00000,1.00000
240,0.00000,0.00000,0.00000,1.00000
241,1.00000,0.00000,0.00000,0.00000
242,0.00000,1.00000,0.00000,0.00000
243,0.00713,0.39140,0.59434,0.00713
244,0.00000,0.00000,1.00000,0.00000
245,1.00000,0.00000,0.00000,0.00000
246,0.00000,1.00000,0.00000,0.00000
247,0.01189,0.07451,0.10544,0.80816
248,0.00039,0.99365,0.00558,0.00039
249,0.00000,0.00000,0.00000,1.00000
250,0.00011,0.00135,0.00011,0.99842
251,0.00000,0.00000,0.00000,1.00000
252,0.00000,0.00000,1.00000,0.00000
253,0.00135,0.99842,0.00011,0.00011
254,0.00741,0.00741,0.44123,0.54394
255,0.00741,0.00741,0.44123,0.54394
256,0.00713,0.39140,0.00713,0.59434
257,0.00011,0.00011,0.00135,0.99842
258,0.99842,0.00011,0.00011,0.00135
259,0.00000,1.00000,0.00000,0.00000
260,0.00000,0.00000,1.00000,0.00000
261,1.00000,0.00000,0.00000,0.00000
262,0.00000,0.00000,1.00000,0.00000
263,0.00000,0.00000,0.00000,1.00000
264,0.00047,0.00710,0.99196,0.00047
265,1.00000,0.00000,0.00000,0.00000
266,0.00000,0.00000,1.00000,0.00000
267,0.00000,0.00000,0.00000,1.00000
268,0.00000,0.00000,1.00000,0.00000
269,0.00000,1.00000,0.00000,0.00000
270,0.00000,0.00000,1.00000,0.00000
271,1.00000,0.00000,0.00000,0.00000
272,0.00558,0.00039,0.99365,0.00039
273,0.00000,1.00000,0.00000,0.00000
274,0.00000,1.00000,0.00000,0.00000
275,1.00000,0.00000,0.00000,0.00000
276,0.00000,0.00000,1.00000,0.00000
277,0.00000,0.00000,1.00000,0.00000
278,0.00000,0.00000,0.00000,1.00000
279,0.00000,1.00000,0.00000,0.00000
280,0.00011,0.99842,0.00011,0.00135
281,0.01189,0.07451,0.10544,0.80816
282,0.00000,0.00000,1.00000,0.00000
283,0.00000,0.00000,0.00000,1.00000
284,1.00000,0.00000,0.00000,0.00000
285,0.00000,0.00000,0.00000,1.00000
286,0.00000,0.00000,1.00000,0.00000
287,0.00000,0.00000,0.00000,1.00000
288,0.00000,1.00000,0.00000,0.00000
289,0.00000,1.00000,0.00000,0.00000
290,0.00000,0.00000,1.00000,0.00000
291,0.00047,0.00047,0.99196,0.00710
292,0.00000,0.00000,0.00000,1.00000
293,0.00000,0.00000,1.00000,0.00000
294,0.00710,0.00047,0.99196,0.00047
295,0.99007,0.00879,0.00057,0.00057
296,0.00000,0.00000,0.00000,1.00000
297,0.99196,0.00047,0.00710,0.00047
298,0.00000,0.00000,0.00000,1.00000
299,0.00000,0.00000,0.00000,1.00000
300,0.00000,0.00000,1.00000,0.00000
301,0.00000,1.00000,0.00000,0.00000
302,0.00000,1.00000,0.00000,0.00000
303,0.00000,0.00000,0.00000,1.00000
304,0.00000,0.00000,0.00000,1.00000
305,0.00713,0.39140,0.59434,0.00713
306,0.00741,0.44123,0.54394,0.00741
307,1.00000,0.00000,0.00000,0.00000
308,0.00039,0.99365,0.00039,0.00558
309,0.99196,0.00710,0.00047,0.00047
310,0.39140,0.59434,0.00713,0.00713
311,1.00000,0.00000,0.00000,0.00000
312,0.00879,0.00057,0.00057,0.99007
313,0.00000,0.00000,1.00000,0.00000
314,1.00000,0.00000,0.00000,0.00000
315,1.00000,0.00000,0.00000,0.00000
316,0.00047,0.00047,0.00710,0.99196
317,0.00000,0.00000,0.00000,1.00000
318,0.00000,1.00000,0.00000,0.00000
319,0.56830,0.00730,0.00730,0.41711
320,0.00741,0.00741,0.54394,0.44123
321,0.00000,0.00000,0.00000,1.00000
322,0.00000,0.00000,1.00000,0.00000
323,0.00011,0.00135,0.99842,0.00011
324,1.00000,0.00000,0.00000,0.00000
325,1.00000,0.00000,0.00000,0.00000
326,0.00000,1.00000,0.00000,0.00000
327,0.00057,0.99007,0.00057,0.00879
328,0.00000,0.00000,1.00000,0.00000
329,0.00057,0.00057,0.00879,0.99007
330,0.00741,0.00741,0.54394,0.44123
331,1.00000,0.00000,0.00000,0.00000
332,0.00000,1.00000,0.00000,0.00000
333,0.10544,0.01189,0.80816,0.07451
334,0.00000,0.00000,0.00000,1.00000
335,0.00000,1.00000,0.00000,0.00000
336,0.00000,1.00000,0.00000,0.00000
337,0.00000,0.00000,1.00000,0.00000
338,0.00713,0.59434,0.39140,0.00713
339,0.00000,0.00000,1.00000,0.00000
340,0.00000,0.00000,0.00000,1.00000
341,1.00000,0.00000,0.00000,0.00000
342,0.00741,0.54394,0.44123,0.00741
343,0.00011,0.00135,0.00011,0.99842
344,0.00000,0.00000,0.00000,1.00000
345,0.00000,0.00000,0.00000,1.00000
346,0.00000,0.00000,1.00000,0.00000
347,0.00000,0.00000,0.00000,1.00000
348,0.00135,0.00011,0.00011,0.99842
349,0.00000,0.00000,1.00000,0.00000
350,0.00000,0.00000,1.00000,0.00000
351,0.00000,1.00000,0.00000,0.00000
352,0.00000,0.00000,1.00000,0.00000
353,0.00135,0.99842,0.00011,0.00011
354,0.00000,0.00000,0.00000,1.00000
355,0.44123,0.54394,0.00741,0.00741
356,0.00039,0.00039,0.00558,0.99365
357,0.80816,0.07451,0.01189,0.10544
358,0.00000,0.00000,1.00000,0.00000
359,1.00000,0.00000,0.00000,0.00000
360,0.00000,0.00000,0.00000,1.00000
361,0.00000,0.00000,0.00000,1.00000
362,0.00000,0.00000,1.00000,0.00000
363,1.00000,0.00000,0.00000,0.00000
364,0.00000,0.00000,0.00000,1.00000
365,0.00000,1.00000,0.00000,0.00000
366,1.00000,0.00000,0.00000,0.00000
367,0.00000,1.00000,0.00000,0.00000
368,0.00000,0.00000,0.00000,1.00000
369,0.00011,0.00135,0.99842,0.00011
370,0.00000,0.00000,0.00000,1.00000
371,1.00000,0.00000,0.00000,0.00000
372,0.00000,1.00000,0.00000,0.00000
373,0.00879,0.99007,0.00057,0.00057
374,0.00047,0.00047,0.00710,0.99196
375,1.00000,0.00000,0.00000,0.00000
376,0.00000,1.00000,0.00000,0.00000
377,0.00000,1.00000,0.00000,0.00000
378,0.00000,1.00000,0.00000,0.00000
379,0.00000,0.00000,1.00000,0.00000
380,0.00000,1.00000,0.00000,0.00000
381,0.00000,0.00000,0.00000,1.00000
382,0.00000,1.00000,0.00000,0.00000
383,0.00000,0.00000,1.00000,0.00000
384,0.00047,0.00710,0.99196,0.00047
385,0.00000,0.00000,0.00000,1.00000
386,0.00000,0.00000,1.00000,0.00000
387,0.00000,1.00000,0.00000,0.00000
388,0.00000,1.00000,0.00000,0.00000
389,1.00000,0.00000,0.00000,0.00000
390,0.00000,1.00000,0.00000,0.00000
391,0.00057,0.00879,0.00057,0.99007
392,0.00000,0.00000,1.00000,0.00000
393,0.00057,0.00057,0.99007,0.00879
394,1.00000,0.00000,0.00000,0.00000
395,1.00000,0.00000,0.00000,0.00000
396,0.00011,0.99842,0.00135,0.00011
397,0.00135,0.99842,0.00011,0.00011
398,0.00000,1.00000,0.00000,0.00000
399,0.00000,0.00000,1.00000,0.00000
400,0.00000,0.00000,0.00000,1.00000
401,0.00000,0.00000,0.00000,1.00000
402,0.00000,1.00000,0.00000,0.00000
403,0.00057,0.99007,0.00879,0.00057
404,0.00057,0.00057,0.99007,0.00879
405,0.00000,0.00000,1.00000,0.00000
406,0.00000,0.00000,1.00000,0.00000
407,0.00000,0.00000,0.00000,1.00000
408,0.11485,0.01529,0.74946,0.12039
409,0.00000,0.00000,0.00000,1.00000
410,0.00000,0.00000,1.00000,0.00000
411,0.00730,0.41711,0.56830,0.00730
412,0.00011,0.00135,0.00011,0.99842
413,0.00011,0.00011,0.99842,0.00135
414,0.00039,0.00039,0.99365,0.00558
415,1.00000,0.00000,0.00000,0.00000
416,0.00000,0.00000,1.00000,0.00000
417,0.00011,0.00011,0.00135,0.99842
418,0.00057,0.00879,0.00057,0.99007
419,1.00000,0.00000,0.00000,0.00000
420,0.00039,0.00558,0.99365,0.00039
421,0.00011,0.00135,0.99842,0.00011
422,0.01111,0.09573,0.07055,0.82261
423,0.00000,0.00000,1.00000,0.00000
424,0.00000,0.00000,0.00000,1.00000
425,0.00000,0.00000,0.00000,1.00000
426,0.83772,0.06622,0.08581,0.01026
427,1.00000,0.00000,0.00000,0.00000
428,0.00000,0.00000,1.00000,0.00000
429,0.99842,0.00135,0.00011,0.00011
430,0.00047,0.99196,0.00047,0.00710
431,0.00713,0.39140,0.59434,0.00713
432,0.00710,0.00047,0.00047,0.99196
433,0.00135,0.00011,0.99842,0.00011
434,0.01603,0.13012,0.73493,0.11892
435,0.00135,0.00011,0.99842,0.00011
436,0.54394,0.44123,0.00741,0.00741
437,0.00000,0.00000,0.00000,1.00000
438,0.00713,0.59434,0.00713,0.39140
439,0.00047,0.99196,0.00047,0.00710
440,0.00000,0.00000,0.00000,1.00000
441,0.00000,1.00000,0.00000,0.00000
442,0.99842,0.00011,0.00135,0.00011
443,0.00000,0.00000,1.00000,0.00000
444,0.00000,0.00000,0.00000,1.00000
445,0.00000,0.00000,1.00000,0.00000
446,1.00000,0.00000,0.00000,0.00000
447,0.00713,0.39140,0.59434,0.00713
448,0.00000,1.00000,0.00000,0.00000
449,0.00000,0.00000,1.00000,0.00000
450,0.00000,0.00000,0.00000,1.00000
451,0.00000,1.00000,0.00000,0.00000
452,0.00000,1.00000,0.00000,0.00000
453,1.00000,0.00000,0.00000,0.00000
454,0.01026,0.83772,0.06622,0.08581
455,1.00000,0.00000,0.00000,0.00000
456,0.99196,0.00047,0.00710,0.00047
457,0.00000,1.00000,0.00000,0.00000
458,0.00057,0.00879,0.99007,0.00057
459,0.00730,0.41711,0.56830,0.00730
460,0.99842,0.00011,0.00135,0.00011
461,0.00000,0.00000,1.00000,0.00000
462,0.00039,0.99365,0.00039,0.00558
463,0.00000,1.00000,0.00000,0.00000
464,0.00000,0.00000,0.00000,1.00000
465,0.08581,0.01026,0.06622,0.83772
466,0.00000,0.00000,1.00000,0.00000
467,0.41711,0.56830,0.00730,0.00730
468,1.00000,0.00000,0.00000,0.00000
469,0.99196,0.00710,0.00047,0.00047
470,0.00558,0.99365,0.00039,0.00039
471,0.00741,0.44123,0.54394,0.00741
472,0.00741,0.44123,0.00741,0.54394
473,0.00000,0.00000,0.00000,1.00000
474,0.00000,1.00000,0.00000,0.00000
475,0.00135,0.00011,0.99842,0.00011
476,0.00000,0.00000,1.00000,0.00000
477,0.00047,0.00047,0.99196,0.00710
478,0.00000,0.00000,1.00000,0.00000
479,0.00000,1.00000,0.00000,0.00000
480,0.00000,0.00000,1.00000,0.00000
481,1.00000,0.00000,0.00000,0.00000
482,0.00000,0.00000,0.00000,1.00000
483,0.08581,0.06622,0.83772,0.01026
484,0.00000,0.00000,0.00000,1.00000
485,0.00000,1.00000,0.00000,0.00000
486,0.00558,0.00039,0.99365,0.00039
487,0.00000,0.00000,0.00000,1.00000
488,0.00000,0.00000,0.00000,1.00000
489,0.00000,0.00000,1.00000,0.00000
490,0.00000,0.00000,1.00000,0.00000
491,1.00000,0.00000,0.00000,0.00000
492,0.56830,0.41711,0.00730,0.00730
493,1.00000,0.00000,0.00000,0.00000
494,0.00135,0.00011,0.99842,0.00011
495,0.00730,0.56830,0.41711,0.00730
496,1.00000,0.00000,0.00000,0.00000
497,0.00000,1.00000,0.00000,0.00000
498,0.99196,0.00047,0.00047,0.00710
499,0.00000,0.00000,0.00000,1.00000
500,0.00000,0.00000,1.00000,0.00000
501,0.00000,0.00000,0.00000,1.00000
502,0.00000,0.00000,0.00000,1.00000
503,1.00000,0.00000,0.00000,0.00000
504,0.00057,0.99007,0.00057,0.00879
505,0.00057,0.99007,0.00879,0.00057
506,0.00000,0.00000,0.00000,1.00000
507,0.00000,0.00000,1.00000,0.00000
508,0.00057,0.00057,0.00879,0.99007
509,0.00000,1.00000,0.00000,0.00000
510,0.41711,0.00730,0.56830,0.00730
511,0.00000,0.00000,1.00000,0.00000
512,0.00558,0.00039,0.00039,0.99365
513,0.00000,1.00000,0.00000,0.00000
514,0.99007,0.00879,0.00057,0.00057
515,0.00000,1.00000,0.00000,0.00000
516,0.00000,1.00000,0.00000,0.00000
517,0.00000,0.00000,1.00000,0.00000
518,0.00000,0.00000,1.00000,0.00000
519,0.00135,0.99842,0.00011,0.00011
520,0.00000,0.00000,0.00000,1.00000
521,0.99842,0.00011,0.00135,0.00011
522,0.00000,1.00000,0.00000,0.00000
523,0.00135,0.00011,0.99842,0.00011
524,0.99842,0.00011,0.00135,0.00011
525,0.00000,0.00000,0.00000,1.00000
526,0.00000,0.00000,1.00000,0.00000
527,0.00000,1.00000,0.00000,0.00000
528,0.00011,0.00135,0.99842,0.00011
529,0.00000,0.00000,0.00000,1.00000
530,0.00000,0.00000,0.00000,1.00000
531,0.00000,1.00000,0.00000,0.00000
532,0.00730,0.41711,0.56830,0.00730
533,0.00000,0.00000,1.00000,0.00000
534,0.00057,0.99007,0.00879,0.00057
535,0.00047,0.99196,0.00047,0.00710
536,0.00000,1.00000,0.00000,0.00000
537,0.00558,0.99365,0.00039,0.00039
538,0.00000,0.00000,0.00000,1.00000
539,0.00000,0.00000,0.00000,1.00000
540,0.00000,0.00000,1.00000,0.00000
541,1.00000,0.00000,0.00000,0.00000
542,0.00000,0.00000,1.00000,0.00000
543,0.00000,0.00000,1.00000,0.00000
544,0.00011,0.00135,0.99842,0.00011
545,0.00000,1.00000,0.00000,0.00000
546,1.00000,0.00000,0.00000,0.00000
547,0.00000,1.00000,0.00000,0.00000
548,0.00000,0.00000,1.00000,0.00000
549,0.00000,1.00000,0.00000,0.00000
550,1.00000,0.00000,0.00000,0.00000
551,0.00000,1.00000,0.00000,0.00000
552,1.00000,0.00000,0.00000,0.00000
553,0.00741,0.54394,0.44123,0.00741
554,1.00000,0.00000,0.00000,0.00000
555,0.00000,0.00000,0.00000,1.00000
556,0.00000,0.00000,0.00000,1.00000
557,0.00011,0.00135,0.00011,0.99842
558,0.74946,0.01529,0.11485,0.12039
559,0.54394,0.44123,0.00741,0.00741
560,0.00000,1.00000,0.00000,0.00000
561,1.00000,0.00000,0.00000,0.00000
562,0.00730,0.56830,0.00730,0.41711
563,0.00000,0.00000,1.00000,0.00000
564,0.00000,0.00000,0.00000,1.00000
565,0.00000,0.00000,0.00000,1.00000
566,0.00000,0.00000,0.00000,1.00000
567,0.00558,0.99365,0.00039,0.00039
568,0.00047,0.00047,0.99196,0.00710
569,1.00000,0.00000,0.00000,0.00000
570,0.00047,0.00047,0.00710,0.99196
571,0.00000,0.00000,0.00000,1.00000
572,0.59434,0.00713,0.00713,0.39140
573,0.00000,0.00000,1.00000,0.00000
574,0.00000,0.00000,0.00000,1.00000
575,0.00047,0.00710,0.00047,0.99196
576,0.00000,0.00000,1.00000,0.00000
577,0.00000,1.00000,0.00000,0.00000
578,0.00741,0.54394,0.44123,0.00741
579,0.00000,1.00000,0.00000,0.00000
580,0.99196,0.00047,0.00710,0.00047
581,0.01189,0.80816,0.10544,0.07451
582,0.01026,0.06622,0.08581,0.83772
583,0.00000,0.00000,0.00000,1.00000
584,0.00000,0.00000,1.00000,0.00000
585,0.00000,1.00000,0.00000,0.00000
586,0.00000,1.00000,0.00000,0.00000
587,0.00000,1.00000,0.00000,0.00000
588,0.00039,0.00558,0.99365,0.00039
589,0.00000,0.00000,1.00000,0.00000
590,1.00000,0.00000,0.00000,0.00000
591,1.00000,0.00000,0.00000,0.00000
592,0.00000,1.00000,0.00000,0.00000
593,0.00011,0.00011,0.00135,0.99842
594,0.00000,0.00000,1.00000,0.00000
595,0.00011,0.00011,0.99842,0.00135
596,0.00057,0.00057,0.99007,0.00879
597,1.00000,0.00000,0.00000,0.00000
598,0.00000,0.00000,0.00000,1.00000
599,0.00000,0.00000,0.00000,1.00000
600,0.25357,0.26358,0.27335,0.20949
601,0.00000,0.00000,0.00000,1.00000
602,1.00000,0.00000,0.00000,0.00000
603,0.00741,0.00741,0.44123,0.54394
604,0.00000,0.00000,1.00000,0.00000
605,1.00000,0.00000,0.00000,0.00000
606,0.00741,0.54394,0.44123,0.00741
607,1.00000,0.00000,0.00000,0.00000
608,0.99842,0.00011,0.00135,0.00011
609,0.00135,0.00011,0.00011,0.99842
610,0.00039,0.99365,0.00039,0.00558
611,1.00000,0.00000,0.00000,0.00000
612,0.00000,0.00000,0.00000,1.00000
613,0.00000,0.00000,1.00000,0.00000
614,0.00000,0.00000,0.00000,1.00000
615,0.00000,0.00000,0.00000,1.00000
616,0.00000,1.00000,0.00000,0.00000
617,0.01026,0.06622,0.08581,0.83772
618,0.00047,0.00047,0.99196,0.00710
619,0.00000,1.00000,0.00000,0.00000
620,0.00000,0.00000,0.00000,1.00000
621,0.00057,0.00057,0.99007,0.00879
622,0.12039,0.74946,0.11485,0.01529
623,1.00000,0.00000,0.00000,0.00000
624,0.01189,0.07451,0.80816,0.10544
625,1.00000,0.00000,0.00000,0.00000
626,0.00000,0.00000,0.00000,1.00000
627,0.00000,0.00000,1.00000,0.00000
628,0.00000,0.00000,1.00000,0.00000
629,1.00000,0.00000,0.00000,0.00000
630,0.00135,0.00011,0.00011,0.99842
631,0.00000,0.00000,1.00000,0.00000
632,0.00000,0.00000,0.00000,1.00000
633,0.00000,1.00000,0.00000,0.00000
634,0.00000,1.00000,0.00000,0.00000
