# id,beta
155,5.37750
156,3.85062
157,4.96042
158,3.11557
159,2.45929
160,2.48887
161,1.60898
162,3.16739
163,5.26230
164,5.01329
165,10.98402
166,5.11604
167,4.86649
168,5.26230
169,7.03108
170,4.11871
171,2.96126
172,6.76947
173,1.73456
174,7.13521
175,0.79059
176,3.24992
177,5.46032
178,5.27612
179,5.13610
180,3.13291
181,2.92580
182,4.04062
183,2.53877
184,3.04942
185,3.93125
186,4.17121
187,3.06093
188,3.89178
189,3.04940
190,3.12757
191,3.11233
192,3.02373
193,3.75731
194,5.08853
195,3.15745
196,4.90397
197,5.09196
198,2.96721
199,3.18710
200,3.20039
201,3.84065
202,2.36364
203,1.03418
204,10.98402
205,5.40813
206,3.24992
207,5.04686
208,3.26207
209,3.05490
210,4.96042
211,4.06383
212,4.07555
213,3.23229
214,3.12029
215,3.95309
216,6.83861
217,3.81322
218,3.08741
219,4.10660
220,3.19660
221,2.54383
222,3.93397
223,3.27027
224,2.36565
225,3.13696
226,5.04686
227,1.20389
228,7.00046
229,6.62567
230,5.11604
231,3.18450
232,4.11689
233,2.47276
234,3.09181
235,1.71273
236,3.90647
237,5.15379
238,4.02927
239,2.10751
240,5.15060
241,5.21751
242,5.16224
243,5.09353
244,5.35788
245,2.43627
246,2.16776
247,4.13248
248,6.90169
249,3.96098
250,1.52785
251,5.15060
252,3.94285
253,3.82980
254,1.24275
255,3.00201
256,7.02555
257,4.29783
258,3.02167
259,4.90397
260,3.13788
261,6.83861
262,5.14135
263,3.05399
264,5.39645
265,2.65582
266,3.85768
267,1.45536
268,2.54697
269,4.90397
270,4.04958
271,3.96229
272,3.24321
273,4.19905
274,3.86973
275,3.25987
276,2.36764
277,2.90820
278,3.94973
279,6.83861
280,2.61203
281,3.86889
282,5.37333
283,3.07290
284,3.94783
285,5.29584
286,3.99259
287,1.70892
288,5.40813
289,5.14135
290,2.47061
291,5.15060
292,3.20104
293,2.50472
294,10.98402
295,3.10251
296,4.16880
297,3.12371
298,4.09748
299,1.99180
300,3.01922
301,3.12634
302,3.12336
303,7.16845
304,3.24392
305,4.02655
306,5.29584
307,3.11067
308,2.95123
309,5.21751
310,3.15436
311,5.00654
312,3.91420
313,3.93533
314,4.06024
315,3.38649
316,2.58819
317,2.37924
318,3.94376
319,4.12921
320,3.17816
321,4.03067
322,2.53894
323,3.88565
324,2.45806
325,0.96282
326,5.11223
327,3.22347
328,4.85972
329,3.20168
330,2.07239
331,4.91939
332,1.10788
333,4.99263
334,2.47811
335,3.90647
336,4.91281
337,7.00046
338,5.28139
339,6.76947
340,1.74137
341,2.53453
342,2.59441
343,6.90169
344,3.03236
345,2.42282
346,3.80096
347,5.23178
348,1.42174
349,10.98402
350,3.06814
351,5.12129
352,3.96468
353,1.39561
354,5.14837
355,3.85401
356,2.39512
357,4.04088
358,3.02828
359,5.26230
360,3.03136
361,7.08239
362,3.00396
363,3.13537
364,5.23178
365,3.17839
366,6.83861
367,3.08837
368,3.18536
369,2.08249
370,2.56132
371,3.97359
372,4.21259
373,4.17121
374,10.98402
375,1.96519
376,0.95616
377,4.06462
378,2.47585
379,3.87020
380,2.10751
381,2.37217
382,5.04627
383,3.13563
384,1.81902
385,3.85401
386,0.87839
387,4.12628
388,2.46214
389,10.98402
390,4.18992
391,5.19675
392,2.41475
393,3.04336
394,3.19616
395,5.42803
396,3.72947
397,5.03784
398,3.95107
399,2.35009
400,1.99701
401,1.62810
402,3.93887
403,2.41659
404,1.30199
405,4.06948
406,2.51399
407,5.46032
408,2.47055
409,5.12058
410,5.11604
411,3.19796
412,1.52409
413,1.10259
414,4.08625
415,3.93260
416,5.23236
417,3.95855
418,3.01589
419,1.67394
420,3.22276
421,3.11769
422,4.86649
423,3.82886
424,2.51047
425,3.97115
426,3.03481
427,5.20252
428,10.98402
429,6.84794
430,1.97795
431,5.37333
432,7.08239
433,4.03572
434,2.46586
435,3.24793
436,3.86927
437,4.96042
438,2.39558
439,3.80096
440,3.11690
441,5.04466
442,6.68932
443,4.01783
444,4.14628
445,3.76293
446,5.23236
447,7.13521
448,2.58872
449,5.12562
450,6.62567
451,3.98080
452,3.04874
453,7.08239
454,4.20148
455,10.98402
456,5.11919
457,3.36674
458,4.26111
459,1.54335
460,3.87020
461,3.90779
462,4.11871
463,3.82839
464,4.07503
465,3.16911
466,7.16845
467,3.97510
468,1.95581
469,5.29584
470,5.42803
471,2.41636
472,2.47136
473,4.19089
474,3.01009
475,4.90454
476,2.56185
477,3.24119
478,3.23196
479,5.18079
480,5.14837
481,4.00910
482,6.68932
483,3.95855
484,3.04053
485,5.10351
486,3.14168
487,3.83603
488,6.83861
489,4.14389
490,2.95323
491,4.08385
492,4.15064
493,4.03572
494,5.22658
495,10.98402
496,7.16845
497,2.93329
498,1.78307
499,6.83861
500,1.96929
501,3.95963
502,0.89587
503,6.70316
504,2.13057
505,2.53412
506,3.05493
507,4.09694
508,7.00046
509,4.04115
510,3.09464
511,5.31101
512,2.45223
513,3.89048
514,3.07711
515,7.08239
516,5.03544
517,4.15783
518,5.10908
519,5.40813
520,6.62567
521,4.04062
522,4.99021
523,3.84192
524,4.07555
525,6.53788
526,2.45549
527,2.52565
528,1.69825
529,2.46872
530,5.42803
531,2.38344
532,4.18992
533,6.83861
534,1.70307
535,5.42803
536,5.18326
537,2.44597
538,3.01090
539,4.03032
540,2.59290
541,5.29584
542,5.42803
543,3.21697
544,5.06431
545,4.13248
546,5.10351
547,4.93494
548,3.08107
549,10.98402
550,4.95207
551,3.78531
552,6.76947
553,3.10660
554,4.03572
555,5.00108
556,4.92766
557,2.95560
558,1.66309
559,2.45190
560,2.49431
561,6.83861
562,5.21751
563,5.32652
564,3.23155
565,3.26718
566,3.11745
567,1.68359
568,2.54836
569,5.02930
570,3.94826
571,3.05236
572,3.14960
573,2.37224
574,5.00654
575,3.05764
576,3.22100
577,3.95107
578,2.47664
579,3.07051
580,2.55987
581,4.10418
582,3.19154
583,5.00108
584,1.79215
585,10.98402
586,3.03733
587,3.13801
588,3.14780
589,5.29252
590,5.46032
591,3.99259
592,1.82118
593,2.58339
594,4.06163
595,5.04627
596,5.19682
597,3.95397
598,5.04135
599,6.68932
600,3.17880
601,2.44503
602,3.93887
603,5.17110
604,3.13696
605,3.16396
606,1.14208
607,5.03544
608,5.19675
609,2.47110
610,2.48614
611,4.01448
612,2.41269
613,5.09475
614,5.26230
615,3.92235
616,3.73531
617,5.31588
618,3.85768
619,4.04676
620,6.62567
621,2.61601
622,1.51167
623,2.01214
624,3.98348
625,2.04384
626,2.00543
627,2.54600
628,5.00595
629,10.98402
630,2.58713
631,4.06203
632,7.13521
633,4.99263
634,1.50877
635,10.98402
636,3.92415
637,3.19480
638,3.77907
639,7.02555
640,5.28139
641,0.83164
642,6.83861
643,7.03108
644,5.01271
645,4.07365
646,3.13518
647,3.93926
648,5.11919
649,2.46726
650,3.11961
651,1.94939
652,5.08236
653,7.08239
654,6.70316
655,2.44857
656,2.43679
657,2.40340
658,5.15379
659,5.23219
660,3.85534
661,6.76947
662,4.22393
663,1.21812
664,3.83974
665,3.20846
666,5.42803
667,5.11223
668,5.06431
669,5.26292
670,4.03157
671,4.13260
672,4.16880
673,5.37672
674,2.35319
675,2.40169
676,2.58847
677,3.09992
678,4.20148
679,6.90169
680,3.99215
681,4.87464
682,2.02630
683,2.96538
684,6.71423
685,4.10795
686,2.99784
687,2.00930
688,6.83861
689,5.37333
690,2.37167
691,3.07868
692,3.12333
693,6.90169
694,4.88115
695,4.07653
696,5.07853
697,6.90169
698,4.12921
699,1.93887
700,1.99458
701,3.03109
702,1.56132
703,0.80045
704,1.21903
705,0.68345
706,0.96223
707,0.87550
708,1.19210
709,1.20892
710,1.62641
711,1.98952
712,1.14500
713,1.51825
714,1.72221
715,1.48250
716,1.69962
717,1.19201
718,2.42419
719,1.19409
720,1.33232
721,1.21673
722,1.05643
723,1.17741
724,1.62260
725,1.48368
726,1.78486
727,3.09915
728,0.99355
729,0.65376
730,1.32478
731,1.47085
732,1.10585
733,1.21060
734,1.30030
735,0.90612
736,1.08176
737,1.47737
738,1.48236
739,2.40805
740,1.45440
741,1.32748
742,1.74678
743,1.36450
744,3.06093
745,0.98133
746,1.70788
747,0.55759
748,2.02546
749,1.33406
750,1.17915
751,1.34461
752,1.67918
753,0.80896
754,1.57213
755,2.49773
756,2.00142
757,2.09194
758,0.67903
759,0.63564
760,1.08550
761,3.21764
762,1.67982
763,1.32197
764,0.95989
765,0.92184
766,0.61109
767,1.20377
768,0.60856
769,2.02690
770,1.87198
771,1.67954
772,0.80542
773,1.18724
774,2.40742
775,1.79938
776,2.50584
777,1.07100
778,1.74825
779,3.10860
780,1.50381
781,0.90753
782,2.52687
783,0.93196
784,2.49391
785,3.09755
786,0.99944
787,1.73609
788,1.42710
789,1.22456
790,2.08400
791,1.32995
792,2.07305
793,1.52126
794,1.49626
795,0.86663
796,0.90833
797,2.54783
798,1.19175
799,1.76732
800,1.69934
801,0.82976
802,0.88551
803,2.03780
804,1.49743
805,2.06333
806,1.07050
807,1.49155
808,1.79283
809,1.17667
810,1.06457
811,2.04282
812,1.21883
813,1.26472
814,0.80896
815,3.92015
816,1.31425
817,0.97048
818,1.32992
819,1.32013
820,1.20361
821,2.03241
822,1.18449
823,1.78899
824,0.79908
825,1.19169
826,1.18389
827,1.49947
828,0.88840
829,1.75893
830,1.10264
831,1.72420
832,0.84690
833,1.97725
834,1.17771
835,1.78611
836,1.79393
837,2.07738
838,1.49449
839,1.45600
840,0.83969
841,1.53553
842,1.72307
843,0.79921
844,0.99397
845,1.27880
846,2.47425
847,1.77307
848,3.14245
849,1.55991
850,1.67840
851,1.36506
852,1.32477
853,1.16422
854,0.91461
855,1.69624
856,0.81008
857,1.51480
858,3.10558
859,1.66253
860,0.83951
861,3.00591
862,1.31335
863,1.32445
864,1.22499
865,1.73355
866,1.71532
867,1.51354
868,1.71031
869,0.70466
870,1.92805
871,2.44910
872,2.33877
873,1.23610
874,0.76079
875,1.29868
876,1.54909
877,0.99778
878,1.34321
879,0.66403
880,1.01478
881,1.46772
882,0.87829
883,2.03798
884,1.49666
885,1.97388
886,1.94013
887,2.55913
888,2.39143
889,0.78858
890,1.19959
891,0.73403
892,2.04402
893,1.75465
894,1.57332
895,1.32562
896,1.16543
897,1.20734
898,2.57501
899,1.71829
900,1.53349
901,1.45936
902,1.21723
903,1.31870
904,0.93752
905,1.80381
906,1.49054
907,1.28593
908,1.35319
909,1.68428
910,1.89970
911,1.32296
912,0.86244
913,1.48527
914,1.05884
915,1.49384
916,0.79766
917,1.47175
918,1.31137
919,1.70421
920,1.48585
921,4.04726
922,0.74278
923,1.19898
924,0.93341
925,0.85367
926,1.19859
927,0.98197
928,0.84398
929,1.19945
930,1.11611
931,0.56201
932,1.36169
933,1.70462
934,1.64847
935,0.65152
936,1.72483
937,0.64267
938,0.88158
939,1.73045
940,0.74736
941,1.71083
942,0.61210
943,2.45932
944,2.01597
945,2.41876
946,1.33318
947,1.69411
948,1.51800
949,1.33606
950,1.54758
951,2.56314
952,1.10854
953,1.23895
954,2.06805
955,1.49007
956,0.55233
957,1.34947
958,0.98275
959,1.50105
960,1.92924
961,1.08593
962,0.85358
963,1.34349
964,1.47591
965,0.86008
966,1.17397
967,1.52570
968,0.94958
969,1.55101
970,1.09187
971,0.68092
972,1.68412
973,1.51222
974,1.20009
975,4.04859
976,2.00195
977,2.01502
978,1.91327
979,2.43954
980,1.45061
981,1.30940
982,1.00283
983,0.80803
984,2.46802
985,1.33128
986,1.30989
987,1.17382
988,0.55297
989,0.94082
990,1.19820
991,0.77224
992,1.44726
993,1.31403
994,1.68855
995,1.67860
996,1.49668
997,1.52534
998,1.34898
999,1.18846
