# id,z0,z1,z2,z3
149,0.00001,0.00016,0.00001,0.99981
150,0.00000,0.00000,0.00000,1.00000
151,0.00000,0.00000,1.00000,0.00000
152,0.00000,1.00000,0.00000,0.00000
153,0.00000,0.00000,1.00000,0.00000
154,1.00000,0.00000,0.00000,0.00000
155,0.00109,0.93740,0.06042,0.00109
156,0.00000,0.00000,1.00000,0.00000
157,0.00000,1.00000,0.00000,0.00000
158,1.00000,0.00000,0.00000,0.00000
159,0.49253,0.01181,0.43062,0.06503
160,0.00000,0.00000,0.00000,1.00000
161,0.00000,1.00000,0.00000,0.00000
162,0.00000,0.00000,1.00000,0.00000
163,1.00000,0.00000,0.00000,0.00000
164,0.00000,0.00000,1.00000,0.00000
165,0.00000,0.00000,1.00000,0.00000
166,0.00000,0.00000,1.00000,0.00000
167,0.20142,0.79248,0.00305,0.00305
168,0.06349,0.01145,0.55073,0.37433
169,0.99873,0.00007,0.00113,0.00007
170,1.00000,0.00000,0.00000,0.00000
171,0.00000,0.00000,1.00000,0.00000
172,0.00305,0.20142,0.00305,0.79248
173,0.00000,1.00000,0.00000,0.00000
174,0.00000,0.00000,1.00000,0.00000
175,0.00000,0.00000,0.00000,1.00000
176,0.00001,0.00016,0.00001,0.99981
177,0.00109,0.00109,0.06042,0.93740
178,0.00929,0.01009,0.97936,0.00126
179,0.20142,0.00305,0.79248,0.00305
180,0.01229,0.43848,0.47824,0.07099
181,0.00000,1.00000,0.00000,0.00000
182,0.38299,0.01297,0.52025,0.08379
183,0.99982,0.00015,0.00001,0.00001
184,1.00000,0.00000,0.00000,0.00000
185,0.00000,0.00000,0.00000,1.00000
186,0.00126,0.97936,0.00929,0.01009
187,0.99927,0.00004,0.00004,0.00065
188,0.00000,1.00000,0.00000,0.00000
189,0.00001,0.99981,0.00016,0.00001
190,0.00001,0.99982,0.00001,0.00015
191,0.20142,0.79248,0.00305,0.00305
192,0.00007,0.99873,0.00113,0.00007
193,1.00000,0.00000,0.00000,0.00000
194,0.00001,0.99981,0.00016,0.00001
195,0.00000,1.00000,0.00000,0.00000
196,0.00000,0.00000,1.00000,0.00000
197,0.10916,0.00185,0.00185,0.88714
198,0.79248,0.20142,0.00305,0.00305
199,0.00131,0.92328,0.07410,0.00131
200,0.00000,1.00000,0.00000,0.00000
201,0.92454,0.00129,0.00129,0.07287
202,0.00126,0.00929,0.97936,0.01009
203,1.00000,0.00000,0.00000,0.00000
204,0.00305,0.20142,0.79248,0.00305
205,0.92454,0.00129,0.07287,0.00129
206,0.00000,0.00000,0.00000,1.00000
207,0.00305,0.79248,0.00305,0.20142
208,0.00025,0.00002,0.99971,0.00002
209,0.00000,0.00000,0.00000,1.00000
210,0.00305,0.20142,0.79248,0.00305
211,1.00000,0.00000,0.00000,0.00000
212,0.79248,0.00305,0.00305,0.20142
213,0.00000,0.00000,1.00000,0.00000
214,0.00000,0.00000,1.00000,0.00000
215,0.00000,0.00000,0.00000,1.00000
216,0.00000,1.00000,0.00000,0.00000
217,0.06042,0.00109,0.00109,0.93740
218,0.00000,0.00000,1.00000,0.00000
219,0.00000,1.00000,0.00000,0.00000
220,0.37310,0.55149,0.01148,0.06393
221,0.93731,0.02806,0.03099,0.00364
222,0.00000,0.00000,0.00000,1.00000
223,1.00000,0.00000,0.00000,0.00000
224,0.00000,0.00000,1.00000,0.00000
225,0.00000,0.00000,0.00000,1.00000
226,0.00000,1.00000,0.00000,0.00000
227,0.00000,0.00000,1.00000,0.00000
228,1.00000,0.00000,0.00000,0.00000
229,0.00305,0.20142,0.79248,0.00305
230,0.00001,0.00001,0.00016,0.99981
231,0.00001,0.00015,0.00001,0.99982
232,0.92328,0.00131,0.00131,0.07410
233,0.00222,0.13471,0.86086,0.00222
234,0.00000,0.00000,0.00000,1.00000
235,0.00000,1.00000,0.00000,0.00000
236,0.00305,0.00305,0.20142,0.79248
237,1.00000,0.00000,0.00000,0.00000
238,0.00305,0.20142,0.79248,0.00305
239,0.00305,0.20142,0.79248,0.00305
240,0.00000,1.00000,0.00000,0.00000
241,1.00000,0.00000,0.00000,0.00000
242,0.49335,0.06550,0.01185,0.42930
243,0.14242,0.61257,0.11273,0.13229
244,0.00000,1.00000,0.00000,0.00000
245,0.00000,0.00000,0.00000,1.00000
246,0.00000,0.00000,0.00000,1.00000
247,0.00183,0.00183,0.88868,0.10766
248,0.00000,0.00000,0.00000,1.00000
249,1.00000,0.00000,0.00000,0.00000
250,0.00000,1.00000,0.00000,0.00000
251,0.00126,0.97936,0.00929,0.01009
252,0.55073,0.06349,0.37433,0.01145
253,0.00000,0.00000,0.00000,1.00000
254,0.45416,0.06524,0.01186,0.46874
255,0.00220,0.01884,0.96300,0.01597
256,0.99982,0.00001,0.00001,0.00015
257,0.01177,0.55929,0.06871,0.36024
258,0.00000,0.00000,0.00000,1.00000
259,0.37433,0.01145,0.06349,0.55073
260,0.00305,0.00305,0.79248,0.20142
261,0.00000,1.00000,0.00000,0.00000
262,0.00001,0.99981,0.00001,0.00016
263,0.00000,0.00000,1.00000,0.00000
264,1.00000,0.00000,0.00000,0.00000
265,0.00000,0.00000,0.00000,1.00000
266,0.00000,0.00000,1.00000,0.00000
267,0.00000,1.00000,0.00000,0.00000
268,0.00065,0.00004,0.99927,0.00004
269,0.99982,0.00015,0.00001,0.00001
270,0.00002,0.00002,0.00025,0.99971
271,0.93740,0.00109,0.06042,0.00109
272,0.00000,0.00000,0.00000,1.00000
273,0.00002,0.00025,0.00002,0.99971
274,0.99873,0.00113,0.00007,0.00007
275,0.00183,0.10766,0.88868,0.00183
276,0.00128,0.00948,0.01023,0.97901
277,0.00000,0.00000,1.00000,0.00000
278,0.00000,1.00000,0.00000,0.00000
279,0.00185,0.88714,0.10916,0.00185
280,0.00015,0.00001,0.00001,0.99982
281,0.00000,1.00000,0.00000,0.00000
282,0.00000,0.00000,0.00000,1.00000
283,1.00000,0.00000,0.00000,0.00000
284,0.00000,0.00000,0.00000,1.00000
285,0.00000,0.00000,0.00000,1.00000
286,0.00000,0.00000,0.00000,1.00000
287,1.00000,0.00000,0.00000,0.00000
288,0.00000,1.00000,0.00000,0.00000
289,0.00249,0.15444,0.84059,0.00249
290,0.00000,0.00000,1.00000,0.00000
291,1.00000,0.00000,0.00000,0.00000
292,0.00000,1.00000,0.00000,0.00000
293,0.01145,0.55073,0.37433,0.06349
294,0.06871,0.36024,0.01177,0.55929
295,0.00000,1.00000,0.00000,0.00000
296,0.01009,0.97936,0.00929,0.00126
297,0.00305,0.20142,0.79248,0.00305
298,0.00000,0.00000,0.00000,1.00000
299,0.00305,0.20142,0.79248,0.00305
300,0.00364,0.03099,0.02806,0.93731
301,0.98299,0.00795,0.00801,0.00105
302,0.08646,0.73525,0.09142,0.08687
303,0.00000,0.00000,0.00000,1.00000
304,0.00025,0.00002,0.99971,0.00002
305,0.99981,0.00016,0.00001,0.00001
306,0.00305,0.00305,0.20142,0.79248
307,0.00000,0.00000,1.00000,0.00000
308,0.00126,0.97936,0.01009,0.00929
309,0.00305,0.00305,0.20142,0.79248
310,0.01293,0.01657,0.00187,0.96863
311,0.00000,1.00000,0.00000,0.00000
312,0.00000,0.00000,1.00000,0.00000
313,1.00000,0.00000,0.00000,0.00000
314,0.99981,0.00016,0.00001,0.00001
315,0.00001,0.00001,0.99982,0.00015
316,0.00000,0.00000,0.00000,1.00000
317,0.00000,0.00000,1.00000,0.00000
318,0.96818,0.00189,0.01676,0.01317
319,0.00929,0.01009,0.97936,0.00126
320,0.00105,0.00801,0.00795,0.98299
321,0.00000,0.00000,1.00000,0.00000
322,0.00000,1.00000,0.00000,0.00000
323,0.00000,0.00000,1.00000,0.00000
324,1.00000,0.00000,0.00000,0.00000
325,0.00015,0.00001,0.99982,0.00001
326,0.00002,0.99971,0.00002,0.00025
327,0.00000,1.00000,0.00000,0.00000
328,1.00000,0.00000,0.00000,0.00000
329,0.00000,0.00000,1.00000,0.00000
330,0.00001,0.00001,0.99982,0.00015
331,0.00000,0.00000,0.00000,1.00000
332,0.00000,1.00000,0.00000,0.00000
333,0.06393,0.37310,0.01148,0.55149
334,0.00224,0.13636,0.85916,0.00224
335,0.00004,0.99927,0.00004,0.00065
336,0.00000,0.00000,1.00000,0.00000
337,0.00000,0.00000,0.00000,1.00000
338,1.00000,0.00000,0.00000,0.00000
339,0.00000,0.00000,0.00000,1.00000
340,0.00929,0.01009,0.97936,0.00126
341,0.00000,0.00000,0.00000,1.00000
342,0.00000,1.00000,0.00000,0.00000
343,0.00189,0.96818,0.01317,0.01676
344,0.00001,0.00015,0.99982,0.00001
345,0.00004,0.00004,0.99927,0.00065
346,0.00000,0.00000,0.00000,1.00000
347,0.00000,0.00000,1.00000,0.00000
348,0.00001,0.00001,0.99981,0.00016
349,0.00183,0.00183,0.10766,0.88868
350,0.20142,0.79248,0.00305,0.00305
351,0.00000,0.00000,0.00000,1.00000
352,0.13261,0.11351,0.61113,0.14275
353,0.10916,0.88714,0.00185,0.00185
354,0.96863,0.01657,0.01293,0.00187
355,0.00000,0.00000,0.00000,1.00000
356,0.00000,0.00000,0.00000,1.00000
357,0.00000,0.00000,1.00000,0.00000
358,0.00126,0.97936,0.01009,0.00929
359,0.00128,0.97901,0.00948,0.01023
360,0.00000,1.00000,0.00000,0.00000
361,0.00000,0.00000,0.00000,1.00000
362,0.64924,0.13400,0.11092,0.10583
363,0.00129,0.00129,0.07287,0.92454
364,0.00305,0.20142,0.79248,0.00305
365,0.00185,0.88714,0.10916,0.00185
366,0.00185,0.88714,0.10916,0.00185
367,1.00000,0.00000,0.00000,0.00000
368,0.00305,0.20142,0.00305,0.79248
369,0.93740,0.06042,0.00109,0.00109
370,0.09465,0.49498,0.01371,0.39665
371,0.15444,0.84059,0.00249,0.00249
372,1.00000,0.00000,0.00000,0.00000
373,0.00015,0.00001,0.00001,0.99982
374,0.00002,0.00002,0.99971,0.00025
375,0.02225,0.00236,0.01575,0.95964
376,0.55149,0.06393,0.37310,0.01148
377,0.99981,0.00001,0.00001,0.00016
378,1.00000,0.00000,0.00000,0.00000
379,0.00000,0.00000,0.00000,1.00000
380,0.00000,0.00000,0.00000,1.00000
381,0.99982,0.00001,0.00001,0.00015
382,0.00000,1.00000,0.00000,0.00000
383,0.00795,0.00105,0.00801,0.98299
384,0.00000,0.00000,0.00000,1.00000
385,0.00000,0.00000,0.00000,1.00000
386,0.00000,0.00000,1.00000,0.00000
387,0.00305,0.20142,0.79248,0.00305
388,1.00000,0.00000,0.00000,0.00000
389,0.08646,0.73525,0.08687,0.09142
390,1.00000,0.00000,0.00000,0.00000
391,0.00131,0.92328,0.07410,0.00131
392,0.00128,0.97901,0.00948,0.01023
393,0.00000,0.00000,1.00000,0.00000
394,0.00109,0.00109,0.06042,0.93740
395,0.00209,0.00209,0.12570,0.87012
396,0.96863,0.01657,0.00187,0.01293
397,0.00000,1.00000,0.00000,0.00000
398,0.00224,0.00224,0.85916,0.13636
399,0.00000,0.00000,0.00000,1.00000
400,0.93740,0.00109,0.00109,0.06042
401,0.00002,0.99971,0.00002,0.00025
402,0.00000,1.00000,0.00000,0.00000
403,0.00000,0.00000,1.00000,0.00000
404,0.00249,0.84059,0.15444,0.00249
405,0.00000,0.00000,1.00000,0.00000
406,0.00000,0.00000,1.00000,0.00000
407,0.00000,0.00000,0.00000,1.00000
408,1.00000,0.00000,0.00000,0.00000
409,0.00129,0.07287,0.92454,0.00129
410,0.10154,0.12964,0.10200,0.66682
411,0.08646,0.08687,0.73525,0.09142
412,0.00000,1.00000,0.00000,0.00000
413,0.00000,0.00000,0.00000,1.00000
414,0.00000,0.00000,0.00000,1.00000
415,0.00000,0.00000,0.00000,1.00000
416,0.00016,0.00001,0.99981,0.00001
417,0.43062,0.06503,0.01181,0.49253
418,0.00065,0.00004,0.00004,0.99927
419,0.20142,0.00305,0.00305,0.79248
420,0.00001,0.00001,0.99982,0.00015
421,0.00000,0.00000,1.00000,0.00000
422,0.00000,1.00000,0.00000,0.00000
423,0.00001,0.00001,0.99982,0.00015
424,0.97901,0.01023,0.00948,0.00128
425,0.00000,0.00000,0.00000,1.00000
426,0.99927,0.00065,0.00004,0.00004
427,0.00000,0.00000,0.00000,1.00000
428,0.01148,0.55149,0.06393,0.37310
429,0.01597,0.01884,0.96300,0.00220
430,1.00000,0.00000,0.00000,0.00000
431,0.00000,0.00000,0.00000,1.00000
432,0.00000,0.00000,0.00000,1.00000
433,0.00000,0.00000,1.00000,0.00000
434,1.00000,0.00000,0.00000,0.00000
435,0.00000,0.00000,0.00000,1.00000
436,0.00001,0.99981,0.00001,0.00016
437,0.99981,0.00001,0.00016,0.00001
438,0.00001,0.99982,0.00015,0.00001
439,0.00000,0.00000,0.00000,1.00000
440,0.00305,0.20142,0.79248,0.00305
441,0.00000,0.00000,0.00000,1.00000
442,1.00000,0.00000,0.00000,0.00000
443,0.00002,0.99971,0.00002,0.00025
444,0.00000,1.00000,0.00000,0.00000
445,0.00001,0.00015,0.99982,0.00001
446,0.00001,0.00016,0.00001,0.99981
447,0.02489,0.95325,0.01913,0.00274
448,0.00000,1.00000,0.00000,0.00000
449,0.00000,1.00000,0.00000,0.00000
450,0.00000,1.00000,0.00000,0.00000
451,0.00002,0.00025,0.99971,0.00002
452,0.00002,0.99971,0.00002,0.00025
453,0.00004,0.00004,0.00065,0.99927
454,0.00000,1.00000,0.00000,0.00000
455,0.00015,0.00001,0.99982,0.00001
456,0.00004,0.00065,0.99927,0.00004
457,0.00000,0.00000,0.00000,1.00000
458,0.00000,0.00000,1.00000,0.00000
459,0.06503,0.49253,0.43062,0.01181
460,0.00000,1.00000,0.00000,0.00000
461,1.00000,0.00000,0.00000,0.00000
462,0.00001,0.99982,0.00015,0.00001
463,0.00001,0.00016,0.00001,0.99981
464,0.00109,0.06042,0.93740,0.00109
465,0.00126,0.00929,0.01009,0.97936
466,0.00001,0.00001,0.99981,0.00016
467,0.00000,0.00000,1.00000,0.00000
468,1.00000,0.00000,0.00000,0.00000
469,1.00000,0.00000,0.00000,0.00000
470,0.99981,0.00016,0.00001,0.00001
471,0.00007,0.99873,0.00113,0.00007
472,0.93740,0.06042,0.00109,0.00109
473,0.07099,0.01229,0.47824,0.43848
474,0.00002,0.99971,0.00002,0.00025
475,0.00000,0.00000,1.00000,0.00000
476,0.00000,0.00000,0.00000,1.00000
477,0.00000,0.00000,0.00000,1.00000
478,0.00000,1.00000,0.00000,0.00000
479,0.00001,0.99982,0.00015,0.00001
480,0.00209,0.00209,0.87012,0.12570
481,0.00000,0.00000,1.00000,0.00000
482,0.00000,0.00000,1.00000,0.00000
483,0.00000,0.00000,0.00000,1.00000
484,0.00109,0.00109,0.93740,0.06042
485,0.00131,0.00131,0.07410,0.92328
486,0.01317,0.00189,0.01676,0.96818
487,0.00000,0.00000,1.00000,0.00000
488,0.00305,0.20142,0.79248,0.00305
489,0.00000,0.00000,0.00000,1.00000
490,0.01185,0.49335,0.42930,0.06550
491,0.00129,0.00129,0.07287,0.92454
492,0.99981,0.00016,0.00001,0.00001
493,0.00000,0.00000,1.00000,0.00000
494,0.00113,0.00007,0.99873,0.00007
495,0.00000,0.00000,1.00000,0.00000
496,0.00305,0.00305,0.20142,0.79248
497,0.00004,0.00004,0.00065,0.99927
498,1.00000,0.00000,0.00000,0.00000
499,0.00000,0.00000,1.00000,0.00000
500,0.08379,0.52025,0.38299,0.01297
501,0.00795,0.00801,0.98299,0.00105
502,0.00001,0.99982,0.00001,0.00015
503,0.08687,0.73525,0.09142,0.08646
504,0.00000,0.00000,1.00000,0.00000
505,0.00000,0.00000,0.00000,1.00000
506,0.00000,0.00000,0.00000,1.00000
507,0.40714,0.49519,0.08453,0.01313
508,1.00000,0.00000,0.00000,0.00000
509,0.06871,0.36024,0.55929,0.01177
510,0.00000,0.00000,1.00000,0.00000
511,0.00000,1.00000,0.00000,0.00000
512,0.00364,0.03099,0.02806,0.93731
513,0.00305,0.20142,0.79248,0.00305
514,0.07410,0.00131,0.00131,0.92328
515,0.09512,0.47284,0.41822,0.01382
516,0.01382,0.09512,0.41822,0.47284
517,0.00000,0.00000,1.00000,0.00000
518,0.92454,0.00129,0.07287,0.00129
519,0.00002,0.99971,0.00025,0.00002
520,0.00000,0.00000,0.00000,1.00000
521,0.55073,0.06349,0.01145,0.37433
522,0.00209,0.12570,0.00209,0.87012
523,0.01371,0.09465,0.49498,0.39665
524,0.00000,0.00000,0.00000,1.00000
525,0.00000,1.00000,0.00000,0.00000
526,0.79248,0.00305,0.20142,0.00305
527,0.01293,0.01657,0.96863,0.00187
528,0.00000,0.00000,0.00000,1.00000
529,0.00000,0.00000,1.00000,0.00000
530,1.00000,0.00000,0.00000,0.00000
531,0.00109,0.93740,0.06042,0.00109
532,0.00000,1.00000,0.00000,0.00000
533,0.73525,0.08687,0.09142,0.08646
534,0.47077,0.42026,0.09515,0.01382
535,0.09512,0.41822,0.47284,0.01382
536,0.00000,0.00000,1.00000,0.00000
537,0.00025,0.00002,0.00002,0.99971
538,0.00000,1.00000,0.00000,0.00000
539,0.11351,0.13261,0.14275,0.61113
540,0.00000,1.00000,0.00000,0.00000
541,0.92454,0.00129,0.07287,0.00129
542,0.00131,0.00131,0.92328,0.07410
543,1.00000,0.00000,0.00000,0.00000
544,0.98299,0.00801,0.00105,0.00795
545,0.00015,0.99982,0.00001,0.00001
546,0.01023,0.00948,0.97901,0.00128
547,0.00109,0.93740,0.06042,0.00109
548,0.93731,0.02806,0.03099,0.00364
549,0.20142,0.79248,0.00305,0.00305
550,0.00000,0.00000,1.00000,0.00000
551,0.00105,0.98299,0.00795,0.00801
552,0.00065,0.99927,0.00004,0.00004
553,0.00000,0.00000,0.00000,1.00000
554,0.01181,0.49253,0.06503,0.43062
555,0.00000,1.00000,0.00000,0.00000
556,0.01177,0.36024,0.55929,0.06871
557,0.00000,0.00000,1.00000,0.00000
558,0.20142,0.79248,0.00305,0.00305
559,1.00000,0.00000,0.00000,0.00000
560,1.00000,0.00000,0.00000,0.00000
561,0.36024,0.06871,0.01177,0.55929
562,0.00000,0.00000,1.00000,0.00000
563,0.79248,0.20142,0.00305,0.00305
564,0.00129,0.92454,0.07287,0.00129
565,0.00239,0.02247,0.01602,0.95912
566,0.00000,0.00000,0.00000,1.00000
567,0.00000,1.00000,0.00000,0.00000
568,0.99971,0.00002,0.00025,0.00002
569,0.00000,0.00000,1.00000,0.00000
570,0.00016,0.00001,0.99981,0.00001
571,0.00000,0.00000,1.00000,0.00000
572,0.00795,0.00105,0.00801,0.98299
573,0.00001,0.99982,0.00001,0.00015
574,0.12570,0.00209,0.87012,0.00209
575,1.00000,0.00000,0.00000,0.00000
576,0.00000,0.00000,0.00000,1.00000
577,0.36024,0.55929,0.06871,0.01177
578,0.00000,0.00000,0.00000,1.00000
579,0.09580,0.69425,0.09624,0.11370
580,0.00000,1.00000,0.00000,0.00000
581,0.79248,0.00305,0.20142,0.00305
582,0.00000,1.00000,0.00000,0.00000
583,0.00000,0.00000,0.00000,1.00000
584,0.00000,0.00000,0.00000,1.00000
585,0.00000,0.00000,1.00000,0.00000
586,0.00000,0.00000,1.00000,0.00000
587,1.00000,0.00000,0.00000,0.00000
588,0.00025,0.99971,0.00002,0.00002
589,1.00000,0.00000,0.00000,0.00000
590,0.20142,0.00305,0.79248,0.00305
591,0.00000,0.00000,1.00000,0.00000
592,1.00000,0.00000,0.00000,0.00000
593,0.12194,0.14621,0.59592,0.13593
594,0.39665,0.09465,0.01371,0.49498
595,0.00065,0.99927,0.00004,0.00004
596,0.97936,0.00929,0.00126,0.01009
597,0.00000,0.00000,0.00000,1.00000
598,0.00001,0.00016,0.99981,0.00001
599,0.00002,0.00025,0.00002,0.99971
600,0.00000,1.00000,0.00000,0.00000
601,0.00000,0.00000,0.00000,1.00000
602,1.00000,0.00000,0.00000,0.00000
603,0.00109,0.93740,0.00109,0.06042
604,0.00189,0.96818,0.01676,0.01317
605,0.00000,0.00000,0.00000,1.00000
606,0.00000,0.00000,1.00000,0.00000
607,0.00000,0.00000,0.00000,1.00000
608,0.00000,1.00000,0.00000,0.00000
609,0.06871,0.36024,0.55929,0.01177
610,0.92454,0.00129,0.07287,0.00129
611,0.55149,0.01148,0.37310,0.06393
612,0.00000,0.00000,1.00000,0.00000
613,0.00209,0.00209,0.12570,0.87012
614,0.00000,1.00000,0.00000,0.00000
615,0.95964,0.02225,0.01575,0.00236
616,0.00224,0.85916,0.00224,0.13636
617,0.00000,1.00000,0.00000,0.00000
618,0.00001,0.99982,0.00001,0.00015
619,0.00000,0.00000,1.00000,0.00000
620,0.00001,0.00016,0.99981,0.00001
621,0.00000,0.00000,1.00000,0.00000
622,0.20142,0.79248,0.00305,0.00305
623,0.00000,0.00000,0.00000,1.00000
624,0.79248,0.00305,0.20142,0.00305
625,0.00016,0.99981,0.00001,0.00001
626,0.02225,0.01575,0.95964,0.00236
627,0.00795,0.00105,0.98299,0.00801
628,0.00001,0.00015,0.00001,0.99982
629,0.00000,0.00000,1.00000,0.00000
630,0.00000,1.00000,0.00000,0.00000
631,0.00002,0.99971,0.00025,0.00002
632,0.00000,0.00000,0.00000,1.00000
633,0.00000,0.00000,0.00000,1.00000
634,0.00000,1.00000,0.00000,0.00000
